attraction_id,attraction_name,city_id,category,entry_fee_indian_inr,entry_fee_foreigner_inr,camera_fee_inr,trust_score,scam_markup_pct,timestamp
4606,Mathura Beach,122,Beach,150,750,50,66.2,23.4,2025-04-08 12:12:05
4607,Bengaluru Wildlife Sanctuary,48,Market,50,400,0,44.8,31.3,2026-02-12 05:30:45
4608,Lucknow Market,119,Market,0,0,100,53.5,29.1,2025-12-09 23:18:39
4609,Kolkata Church,134,Church,200,3000,0,81.1,3.1,2025-03-21 04:33:33
4610,Classic Manali Palace,40,Palace,10,150,50,73.4,14.5,2025-08-30 14:09:03
4611,Traditional Jodhpur Waterfall,97,Waterfall,10,100,50,89.5,0,2025-04-16 22:07:31
4612,Munnar Church,57,Church,200,1600,25,90.8,0,2025-04-15 23:01:53
4613,Extra Cheesy Shillong Market,79,Market,50,400,25,66.8,11.0,2025-01-24 10:13:22
4614,Roadside Patna Fort,15,Fort,100,1500,100,74.2,7.4,2025-06-06 08:22:44
4615,Chennai Church,106,Church,0,0,100,82.3,4.1,2026-02-28 04:09:05
4616,Vasco da Gama Zoo,25,Zoo,20,200,50,77.9,8.4,2025-02-02 13:08:29
4617,Guntur Bridge,4,Bridge,30,450,50,94.1,0,2025-12-30 07:03:38
4618,Ludhiana Market,93,Market,0,0,0,84.5,0.5,2025-02-08 23:52:01
4619,Kovalam Zoo,61,Zoo,200,1600,100,83.0,3.3,2025-02-07 06:27:01
4620,Vasco da Gama Waterfall,25,Waterfall,50,500,0,88.3,0,2026-04-18 05:55:50
4621,Premium Anjuna Lake,27,Lake,30,240,25,48.3,50.2,2026-03-22 17:25:53
4622,Surat Heritage Walk,29,Waterfall,0,0,100,41.0,75.2,2025-04-12 15:16:28
4623,Pushkar Cave,99,Cave,100,1000,25,68.0,28.1,2026-02-16 03:45:32
4624,Ujjain Market,66,Market,150,2250,100,79.8,4.3,2025-08-27 21:18:09
4625,Silchar Lake,14,Lake,100,1000,50,61.3,34.9,2025-12-03 05:02:13
4626,Visakhapatnam Cave,1,Cave,50,400,25,74.3,9.1,2025-01-11 23:43:54
4627,Chilika Hill Station Point,90,Hill Station Point,0,0,100,84.4,0.9,2025-07-12 19:47:18
4628,Quick-bite Dwarka Beach,32,Beach,50,500,0,57.2,20.4,2025-03-04 22:54:53
4629,Dibrugarh Monastery,11,Monastery,200,2000,100,71.9,18.5,2025-06-17 12:40:38
4630,Signature Gaya Hill Station Point,16,Heritage Walk,50,750,25,57.1,33.3,2025-03-15 20:11:53
4631,Roadside Moirang Zoo,78,Zoo,200,3000,100,68.1,27.4,2025-07-10 22:56:02
4632,Village-style Ludhiana Viewpoint,93,Viewpoint,20,100,50,71.4,21.3,2025-04-26 23:51:26
4633,Bilaspur Viewpoint,21,Viewpoint,30,450,25,55.1,44.1,2026-05-03 19:42:07
4634,Kohima Wildlife Sanctuary,84,Wildlife Sanctuary,50,250,50,59.2,16.6,2025-12-04 09:46:06
4635,Chennai National Park,106,Hill Station Point,30,450,100,68.9,15.8,2025-07-03 16:49:12
4636,Jodhpur Hill Station Point,97,Dam,20,160,25,57.1,46.0,2025-02-28 05:59:08
4637,Quick-bite Hampi Fort,50,Fort,50,500,100,65.5,16.1,2026-01-25 09:20:27
4638,Rameswaram Market,111,Market,150,1500,50,89.3,0,2025-01-31 20:47:00
4639,Authentic Siliguri Fort,137,Fort,150,750,0,71.8,10.0,2025-01-27 04:27:36
4640,Street-side Tawang Garden,8,Garden,30,240,25,77.3,7.0,2025-06-01 21:47:01
4641,Pushkar Monastery,99,Monastery,20,100,100,61.5,21.5,2025-08-21 05:14:36
4642,Haridwar Viewpoint,129,Viewpoint,10,100,50,64.2,31.8,2025-10-09 14:56:13
4643,Special Udaipur (Tripura) Zoo,118,Zoo,20,100,50,76.2,7.4,2025-02-16 21:25:31
4644,Village-style Imphal Bridge,77,Bridge,10,80,0,47.6,43.1,2025-07-27 11:24:38
4645,Roadside Thiruvananthapuram Temple,56,Temple,50,750,0,46.2,69.5,2026-06-23 00:56:20
4646,Siliguri Wildlife Sanctuary,137,National Park,30,150,0,81.9,5.3,2026-06-14 12:14:30
4647,Family Recipe Pushkar Beach,99,Beach,50,500,100,55.8,52.3,2026-01-22 21:19:08
4648,Traditional Jim Corbett Dam,133,Dam,30,450,0,47.2,55.3,2026-04-01 07:06:31
4649,Kanyakumari Waterfall,110,Waterfall,150,750,100,49.1,59.7,2026-06-26 02:13:26
4650,Gaya Temple,16,Temple,20,200,0,85.4,0,2026-05-08 05:36:58
4651,Bodh Gaya Beach,17,Beach,150,1500,0,55.7,45.1,2025-06-03 16:20:41
4652,Ayodhya Wildlife Sanctuary,123,Bridge,150,750,0,60.6,15.9,2026-03-25 23:40:58
4653,Mussoorie Temple,131,Temple,200,1600,100,92.9,0,2025-04-11 10:29:15
4654,Anjuna Dam,27,Dam,50,400,25,75.4,13.5,2026-05-08 13:08:24
4655,Quick-bite Coorg Church,52,Church,200,2000,25,68.0,12.7,2025-09-14 07:42:50
4656,Ziro Lake,9,Lake,100,500,0,78.9,5.0,2025-01-24 08:48:21
4657,Lachung Zoo,105,Zoo,50,400,0,69.7,16.1,2026-06-25 10:02:34
4658,Premium Jaipur Beach,95,Beach,50,750,100,61.3,38.6,2025-07-07 10:40:56
4659,Surat Beach,29,Beach,10,150,0,77.5,5.0,2025-08-08 05:42:55
4660,Gangtok Heritage Walk,103,Wildlife Sanctuary,20,100,25,66.5,25.5,2025-03-21 10:57:52
4661,Royal Ahmedabad Waterfall,28,Waterfall,50,250,50,65.8,12.0,2025-12-18 06:51:34
4662,Local Favourite Guntur Temple,4,Temple,200,2000,50,58.0,22.3,2025-12-17 22:15:28
4663,Mathura Heritage Walk,122,Bridge,20,160,0,69.2,28.4,2026-04-26 05:02:07
4664,Extra Cheesy Mawlynnong Wildlife Sanctuary,81,Market,30,240,0,59.1,32.2,2025-09-19 03:44:27
4665,Quick-bite Mahabalipuram Lake,112,Lake,10,50,25,47.7,34.1,2025-03-31 12:56:14
4666,Village-style Mathura Hill Station Point,122,Temple,100,1000,100,54.3,34.2,2026-05-05 00:33:43
4667,Bikaner Zoo,101,Zoo,200,2000,0,72.8,21.5,2026-02-06 12:20:05
4668,Deluxe Jodhpur Temple,97,Temple,10,50,50,75.8,11.4,2025-12-07 12:01:44
4669,Local Favourite Kullu Heritage Walk,42,Hill Station Point,10,50,0,76.5,14.7,2026-03-31 06:16:12
4670,Gir Zoo,34,Zoo,30,300,0,78.1,10.8,2025-04-18 08:11:38
4671,Classic Ujjain Viewpoint,66,Viewpoint,100,1000,0,71.7,20.4,2025-09-10 19:53:55
4672,Jodhpur Museum,97,Museum,150,1500,50,91.5,0,2026-06-23 23:52:32
4673,Signature Moirang Zoo,78,Zoo,10,100,50,53.5,39.8,2026-01-20 00:49:55
4674,Jorhat Beach,12,Beach,200,3000,50,77.1,7.5,2025-06-08 01:51:09
4675,Mussoorie Church,131,Church,200,1600,0,74.5,12.5,2026-01-26 07:28:44
4676,Village-style Kakinada Waterfall,6,Waterfall,200,3000,100,72.3,16.0,2025-12-08 02:35:38
4677,Itanagar Zoo,7,Zoo,50,250,100,67.6,23.9,2025-03-23 16:03:39
4678,Nalanda Museum,18,Museum,30,450,0,89.3,0,2025-01-17 05:21:01
4679,Classic Dimapur Temple,85,Temple,0,0,25,75.4,9.6,2026-04-22 09:17:14
4680,Festival Imphal Viewpoint,77,Viewpoint,100,800,0,58.0,45.5,2025-11-05 05:52:28
4681,Classic Jorhat Dam,12,Dam,20,300,100,80.7,4.5,2025-08-30 23:56:52
4682,Jaipur Viewpoint,95,Viewpoint,0,0,0,83.4,2.6,2026-04-24 15:50:29
4683,Panaji Church,23,Church,200,1000,0,55.7,38.4,2026-05-05 20:46:15
4684,Mangaluru Church,51,Church,200,2000,25,56.3,35.9,2026-02-10 02:23:04
4685,Mahabaleshwar Cave,75,Cave,50,750,0,70.9,12.6,2026-01-20 00:15:18
4686,Signature Nashik Market,72,Market,30,450,0,62.2,39.0,2025-12-10 14:01:13
4687,Panipat Museum,38,Museum,30,300,25,45.9,40.7,2025-12-07 21:57:18
4688,Aurangabad Viewpoint,73,Viewpoint,0,0,0,66.0,17.5,2025-02-11 13:07:33
4689,Jagdalpur Wildlife Sanctuary,22,Market,100,1000,0,42.0,49.5,2026-03-23 12:25:45
4690,Bhopal Fort,62,Fort,10,50,100,60.7,24.5,2025-06-03 02:47:44
4691,Kovalam Beach,61,Beach,20,100,25,37.6,55.1,2025-11-17 22:13:40
4692,Roadside Puri Lake,87,Lake,50,750,50,72.5,12.9,2025-12-06 13:00:41
4693,Anjuna Museum,27,Museum,0,0,0,88.4,0,2025-12-27 02:22:49
4694,Kovalam Waterfall,61,Waterfall,50,750,25,83.4,2.1,2026-01-28 07:32:12
4695,Kochi Dam,55,Dam,100,1000,0,63.7,28.6,2025-11-11 05:11:33
4696,Ajmer Monastery,102,Monastery,0,0,50,76.4,14.6,2025-08-17 17:57:49
4697,Somnath Bridge,33,Bridge,10,50,0,39.9,63.6,2025-12-07 22:37:06
4698,Kohima Viewpoint,84,Viewpoint,50,500,100,60.0,31.1,2025-09-19 08:34:35
4699,Aizawl Palace,82,Palace,0,0,0,86.9,0,2025-11-28 15:04:49
4700,Signature Patna Hill Station Point,15,Beach,10,150,100,85.7,0,2026-06-05 16:44:57
4701,Rishikesh Palace,128,Palace,100,800,25,87.3,0,2026-03-02 11:36:04
4702,Chef's Tirupati Zoo,3,Zoo,200,1600,0,47.1,62.0,2025-12-08 19:25:44
4703,Traditional Manali Dam,40,Dam,30,150,100,57.9,38.7,2025-01-14 21:22:18
4704,Nainital Monastery,130,Monastery,150,1500,25,47.7,28.7,2025-03-07 00:43:00
4705,Spicy Thiruvananthapuram Dam,56,Dam,20,200,0,75.8,13.8,2025-02-26 17:19:37
4706,Shillong National Park,79,Church,50,250,25,85.2,0,2025-09-29 09:04:07
4707,Bodh Gaya Beach,17,Beach,200,3000,50,75.3,7.7,2025-07-15 11:54:26
4708,Tirupati Bridge,3,Bridge,20,160,0,58.0,20.0,2025-04-24 04:19:53
4709,Udaipur (Tripura) Viewpoint,118,Viewpoint,150,1500,0,64.5,36.2,2025-09-07 18:50:20
4710,Noida Wildlife Sanctuary,126,Palace,150,1200,0,67.4,20.9,2026-02-22 06:15:50
4711,Local Favourite Dehradun Wildlife Sanctuary,127,Palace,20,100,100,88.9,0,2025-07-28 07:56:01
4712,Dalhousie Temple,44,Temple,150,750,50,91.1,0,2025-06-23 17:30:54
4713,Street-side Jorhat Beach,12,Beach,0,0,0,71.3,15.5,2025-06-13 22:40:29
4714,Amritsar Dam,91,Dam,50,500,100,53.8,28.9,2026-02-10 13:44:32
4715,Royal Vijayawada Zoo,2,Zoo,150,1200,25,74.6,8.7,2025-08-02 01:36:07
4716,Authentic Kohima Lake,84,Lake,30,150,25,72.0,21.7,2025-08-18 20:09:49
4717,Ayodhya Market,123,Market,200,2000,100,90.0,0,2026-04-13 22:44:40
4718,Dibrugarh Lake,11,Lake,150,1500,25,80.5,6.4,2025-08-28 18:56:53
4719,Pune Wildlife Sanctuary,70,Bridge,150,2250,0,92.3,0,2025-01-25 13:02:44
4720,Homestyle Digha Bridge,136,Bridge,20,160,0,77.9,4.5,2026-04-07 15:46:16
4721,Roadside Orchha Wildlife Sanctuary,68,Bridge,50,400,0,73.4,12.4,2026-01-14 02:57:19
4722,Local Favourite Jaipur Cave,95,Cave,50,250,0,79.3,5.1,2025-06-14 08:35:35
4723,Homestyle Dehradun Wildlife Sanctuary,127,Monastery,100,1500,0,56.9,25.2,2025-05-31 17:07:13
4724,Premium Hyderabad National Park,114,Dam,100,500,25,67.5,29.1,2026-02-16 01:39:11
4725,Silchar Beach,14,Beach,20,200,0,94.9,0,2025-05-09 12:15:27
4726,Nashik Hill Station Point,72,Garden,20,300,100,55.5,20.8,2025-04-10 04:52:31
4727,Guwahati Cave,10,Cave,200,2000,50,73.0,17.4,2025-02-27 04:00:44
4728,Grandma's Agartala Dam,117,Dam,30,240,100,77.9,10.3,2026-05-22 23:54:27
4729,Mawlynnong Lake,81,Lake,50,250,0,72.3,8.8,2025-10-12 18:14:14
4730,Festival Ajmer Beach,102,Beach,100,1500,0,77.9,11.1,2025-08-01 07:22:08
4731,Aurangabad Wildlife Sanctuary,73,Temple,100,1500,0,54.3,30.9,2025-12-09 11:18:59
4732,Mussoorie Fort,131,Fort,200,2000,0,69.0,28.4,2025-02-15 11:39:01
4733,Deluxe Amritsar Cave,91,Cave,50,250,0,54.5,46.4,2025-10-12 04:30:41
4734,Puri Bridge,87,Bridge,100,500,0,79.3,8.9,2026-02-26 06:12:37
4735,Moirang Waterfall,78,Waterfall,10,150,25,76.3,11.8,2025-05-05 04:48:27
4736,Classic Mumbai Viewpoint,69,Viewpoint,10,50,0,83.9,0.7,2025-12-24 04:13:48
4737,Kanpur Lake,125,Lake,10,150,50,67.8,22.0,2025-07-28 06:42:12
4738,Ujjain Museum,66,Museum,50,250,0,78.8,6.5,2026-01-25 05:21:22
4739,Premium Jaisalmer Beach,98,Beach,30,240,100,88.9,0,2026-05-05 07:07:26
4740,Ludhiana Dam,93,Dam,200,1000,100,85.4,0,2026-03-03 23:23:10
4741,Bhopal Temple,62,Temple,10,150,25,72.5,10.9,2026-06-01 22:44:48
4742,Kovalam Zoo,61,Zoo,20,300,0,69.5,13.0,2025-10-31 10:08:09
4743,Mangaluru Wildlife Sanctuary,51,Bridge,10,50,0,80.5,5.8,2025-03-26 08:07:00
4744,Ayodhya Garden,123,Garden,100,800,100,83.5,2.2,2025-02-05 02:30:13
4745,Manali Cave,40,Cave,150,2250,50,51.6,36.9,2026-04-29 10:16:08
4746,Raipur Monastery,20,Monastery,50,500,0,77.6,6.6,2025-04-03 15:18:14
4747,Hampi Monastery,50,Monastery,20,300,100,40.7,53.8,2025-11-08 07:12:07
4748,Hubballi Market,54,Market,50,250,0,83.6,1.3,2026-03-20 05:40:37
4749,Ludhiana Zoo,93,Zoo,20,200,0,78.8,10.4,2026-06-21 06:21:05
4750,Special Munnar Museum,57,Museum,10,100,25,61.3,31.7,2025-08-29 12:53:38
4751,Warangal Bridge,115,Bridge,50,750,25,76.3,8.5,2025-01-06 16:26:58
4752,Quick-bite Jodhpur Beach,97,Beach,150,2250,25,74.6,11.0,2025-09-11 09:24:56
4753,Nagpur Monastery,71,Monastery,10,150,25,68.2,15.4,2025-09-01 17:43:06
4754,Rameswaram Monastery,111,Monastery,30,450,0,79.7,3.6,2026-05-07 09:17:25
4755,Signature Mangaluru Wildlife Sanctuary,51,Monastery,30,240,25,67.9,11.5,2026-04-29 00:40:38
4756,Festival Jaipur National Park,95,Palace,10,100,0,64.5,16.4,2026-04-18 06:41:53
4757,Chilika Fort,90,Fort,100,500,25,39.0,64.5,2026-04-25 23:55:21
4758,Bengaluru Temple,48,Temple,50,500,50,81.9,4.7,2025-05-03 01:48:23
4759,Bhubaneswar Market,86,Market,50,400,100,91.3,0,2025-10-18 09:46:28
4760,Signature Kullu Cave,42,Cave,30,240,50,57.5,47.0,2025-05-22 01:00:16
4761,Premium Gangtok Beach,103,Beach,20,160,50,79.1,8.5,2025-07-31 04:35:31
4762,Special Kolkata Beach,134,Beach,20,100,0,75.4,16.1,2025-12-17 01:01:13
4763,Prayagraj Heritage Walk,124,National Park,30,150,100,58.0,24.5,2025-11-17 16:54:36
4764,Jorhat Bridge,12,Bridge,20,300,0,81.9,2.8,2026-02-23 20:55:29
4765,Patna Hill Station Point,15,Waterfall,30,240,25,78.2,10.9,2025-01-27 20:40:41
4766,Street-side Mahabalipuram Wildlife Sanctuary,112,Heritage Walk,20,300,0,84.7,0.5,2025-05-23 00:16:43
4767,Chennai National Park,106,Monastery,100,800,50,46.9,64.3,2025-03-01 22:41:35
4768,Warangal Beach,115,Beach,50,400,0,45.1,30.9,2026-06-13 12:20:00
4769,Special Bodh Gaya Fort,17,Fort,30,150,0,45.1,64.6,2026-06-22 12:11:10
4770,Mumbai Viewpoint,69,Viewpoint,200,1600,25,75.0,14.2,2026-03-28 04:06:12
4771,Guntur Garden,4,Garden,10,100,25,85.7,0,2025-10-17 10:17:59
4772,Nagpur Heritage Walk,71,Beach,200,3000,100,64.8,28.9,2025-11-08 06:29:09
4773,Dalhousie Museum,44,Museum,0,0,25,49.8,33.4,2025-03-09 16:57:19
4774,Grandma's Gir Beach,34,Beach,200,1600,0,77.1,13.9,2025-11-04 18:42:21
4775,Amritsar Bridge,91,Bridge,20,100,0,88.6,0,2026-04-23 06:35:08
4776,Extra Cheesy Vadodara Garden,30,Garden,30,300,25,76.6,5.5,2025-05-18 04:18:36
4777,Pune Cave,70,Cave,0,0,0,72.9,16.6,2026-05-11 14:19:08
4778,Chandigarh Zoo,92,Zoo,30,450,0,91.1,0,2025-02-08 23:03:35
4779,Kakinada Bridge,6,Bridge,0,0,50,74.7,14.4,2026-04-10 02:28:42
4780,Grandma's Chennai Monastery,106,Monastery,50,250,100,69.7,24.7,2026-04-01 15:08:02
4781,Kakinada Monastery,6,Monastery,20,160,0,71.4,16.9,2025-01-27 21:58:29
4782,Classic Patiala Dam,94,Dam,0,0,25,67.6,30.4,2026-06-15 03:01:04
4783,Margao Monastery,24,Monastery,20,100,0,86.3,0,2026-04-04 05:53:44
4784,Family Recipe Gir Temple,34,Temple,150,1200,0,66.2,11.7,2025-01-19 08:16:57
4785,Patna Cave,15,Cave,150,1500,50,78.4,6.7,2025-10-03 23:19:14
4786,Coimbatore Waterfall,108,Waterfall,20,100,50,92.7,0,2026-01-06 07:49:32
4787,Chennai Garden,106,Garden,10,150,100,72.9,13.6,2025-02-09 13:00:35
4788,Family Recipe Prayagraj Beach,124,Beach,200,2000,0,67.3,30.4,2025-07-28 19:43:52
4789,Jorhat Cave,12,Cave,150,2250,50,53.0,34.7,2025-08-07 01:12:50
4790,Village-style Tawang Fort,8,Fort,0,0,50,78.5,4.1,2025-11-14 01:04:25
4791,Cuttack Viewpoint,89,Viewpoint,20,160,100,73.2,14.9,2025-01-17 10:56:24
4792,Village-style Gurugram Palace,35,Palace,200,2000,50,76.5,13.0,2025-12-23 00:47:19
4793,Puri Waterfall,87,Waterfall,50,250,25,74.4,7.6,2026-05-25 09:19:51
4794,Patna Waterfall,15,Waterfall,100,800,25,70.0,10.2,2026-06-15 11:37:09
4795,Vijayawada Palace,2,Palace,100,1000,25,83.4,1.1,2026-02-09 18:04:33
4796,Extra Cheesy Gurugram Cave,35,Cave,20,100,25,66.6,32.1,2026-02-07 02:02:31
4797,Pushkar Hill Station Point,99,Viewpoint,100,1000,0,70.8,23.7,2025-12-27 08:05:51
4798,Authentic Panaji Hill Station Point,23,Museum,30,240,0,71.7,10.0,2026-05-08 02:19:44
4799,Udupi Fort,53,Fort,200,3000,50,79.1,8.5,2025-12-10 00:42:02
4800,Royal Nizamabad Bridge,116,Bridge,200,3000,25,63.0,24.0,2026-04-24 08:45:00
4801,Roadside Pachmarhi Garden,67,Garden,50,250,100,70.4,21.8,2025-02-11 20:03:23
4802,Signature Auli Dam,132,Dam,0,0,100,48.6,30.2,2025-12-23 08:20:40
4803,Spicy Kozhikode Market,59,Market,150,1200,0,87.7,0,2025-04-11 17:36:37
4804,Anjuna National Park,27,Fort,30,450,100,71.9,11.9,2025-06-01 04:52:13
4805,Hampi Zoo,50,Zoo,200,3000,100,68.2,17.2,2025-01-10 01:05:26
4806,Premium Mangaluru Garden,51,Garden,10,100,0,65.0,14.5,2025-10-06 16:17:48
4807,Munnar Market,57,Market,100,1000,25,70.7,20.9,2026-03-11 22:27:35
4808,Premium Lucknow Hill Station Point,119,Zoo,0,0,50,57.4,18.6,2025-11-07 06:18:03
4809,Shantiniketan Viewpoint,138,Viewpoint,50,750,0,87.3,0,2026-04-03 22:13:33
4810,Street-side Gir Hill Station Point,34,Beach,150,1500,100,82.7,2.0,2026-01-18 05:25:56
4811,Royal Udaipur Hill Station Point,96,Heritage Walk,100,800,25,55.5,32.3,2025-01-28 13:15:42
4812,Shimla Palace,39,Palace,200,1600,25,47.3,53.2,2026-04-28 08:58:57
4813,Bodh Gaya Beach,17,Beach,30,150,0,57.0,19.5,2025-11-28 07:35:34
4814,Lachung National Park,105,Church,50,250,100,75.8,16.4,2025-07-04 00:46:06
4815,Spiti Bridge,43,Bridge,20,200,50,51.5,44.7,2025-08-17 00:47:27
4816,Cherrapunji Museum,80,Museum,100,800,0,87.7,0,2025-01-29 06:31:00
4817,Kolkata Cave,134,Cave,20,160,50,76.1,10.7,2026-01-10 14:23:58
4818,Warangal Waterfall,115,Waterfall,20,100,0,90.1,0,2026-02-18 09:56:28
4819,Traditional Vadodara Fort,30,Fort,10,150,100,68.3,16.6,2026-01-29 11:13:28
4820,Homestyle Haridwar Zoo,129,Zoo,200,1600,50,73.9,8.0,2026-05-15 04:58:48
4821,Rishikesh Heritage Walk,128,Bridge,30,240,25,78.5,10.4,2025-09-19 00:29:50
4822,Nashik Waterfall,72,Waterfall,200,3000,0,71.9,13.3,2025-07-16 13:31:06
4823,Bilaspur Temple,21,Temple,150,1500,100,66.4,28.9,2025-12-23 21:34:15
4824,Manali Monastery,40,Monastery,200,2000,25,41.4,46.8,2025-12-06 14:40:33
4825,Bhubaneswar Beach,86,Beach,10,100,0,63.4,27.0,2025-09-10 05:02:27
4826,Premium Surat Cave,29,Cave,0,0,0,83.7,0.9,2025-07-18 09:49:17
4827,Bhopal Beach,62,Beach,100,500,0,95.3,0,2025-04-20 17:06:29
4828,Udaipur (Tripura) Church,118,Church,30,240,0,78.3,7.9,2025-01-13 01:50:09
4829,Dalhousie Wildlife Sanctuary,44,Garden,10,50,100,69.1,22.5,2025-06-08 22:38:02
4830,Warangal Wildlife Sanctuary,115,Palace,10,100,50,61.8,37.1,2025-05-10 14:58:12
4831,Guwahati Zoo,10,Zoo,0,0,0,76.7,11.8,2025-09-21 23:11:43
4832,Panaji Bridge,23,Bridge,50,500,25,77.4,5.4,2025-03-17 06:36:03
4833,Mahabaleshwar Zoo,75,Zoo,50,750,25,55.3,43.5,2026-06-02 00:43:57
4834,Pushkar Wildlife Sanctuary,99,Market,0,0,100,42.5,54.4,2026-04-23 16:03:52
4835,Local Favourite Bhubaneswar Lake,86,Lake,30,450,0,65.6,26.5,2026-05-05 03:40:30
4836,Alleppey Palace,58,Palace,10,80,50,75.2,17.0,2025-11-15 10:46:03
4837,Margao Zoo,24,Zoo,0,0,0,79.0,5.8,2026-06-18 01:13:52
4838,Kanyakumari Garden,110,Garden,150,750,25,50.7,47.8,2025-05-22 08:35:01
4839,Moirang Hill Station Point,78,Wildlife Sanctuary,200,3000,50,57.2,45.4,2025-11-04 20:38:07
4840,Lucknow Church,119,Church,30,450,0,67.3,13.3,2026-05-24 03:54:46
4841,Jaisalmer Bridge,98,Bridge,150,2250,0,63.0,25.5,2026-05-05 04:21:52
4842,Patiala Fort,94,Fort,100,500,100,63.4,13.3,2025-12-18 03:52:56
4843,Mahabalipuram National Park,112,Cave,20,300,50,81.2,2.8,2026-02-01 19:52:27
4844,Nalanda Church,18,Church,50,750,0,66.8,20.2,2025-06-11 13:04:55
4845,Auli Waterfall,132,Waterfall,100,1500,25,75.4,6.7,2025-11-15 04:14:19
4846,Rajkot Palace,31,Palace,20,300,100,73.1,20.9,2026-05-30 05:37:46
4847,Special Kaziranga National Park,13,Bridge,150,1500,100,67.8,12.6,2025-06-19 12:23:16
4848,Kanpur Garden,125,Garden,50,400,0,51.3,26.4,2025-08-02 14:57:27
4849,Classic Nagpur National Park,71,Monastery,150,2250,0,79.5,9.9,2026-05-15 22:29:26
4850,Visakhapatnam Viewpoint,1,Viewpoint,30,450,0,62.0,39.8,2025-01-25 19:10:18
4851,Rishikesh Church,128,Church,50,250,25,86.3,0,2026-01-28 01:48:57
4852,Mumbai Viewpoint,69,Viewpoint,0,0,25,73.2,20.2,2026-03-20 14:05:54
4853,Silchar Heritage Walk,14,Bridge,150,750,0,45.7,43.3,2025-07-12 01:09:09
4854,Calangute Heritage Walk,26,Lake,0,0,0,67.3,31.5,2026-04-11 19:53:12
4855,Guwahati Museum,10,Museum,50,500,50,79.4,5.3,2025-10-28 19:33:03
4856,Nagpur Temple,71,Temple,10,150,0,82.5,1.8,2025-10-22 22:46:38
4857,Udaipur (Tripura) Cave,118,Cave,10,50,0,82.1,3.5,2026-04-07 07:33:12
4858,Visakhapatnam Viewpoint,1,Viewpoint,30,450,50,72.2,20.0,2025-12-20 17:10:05
4859,Gangtok Fort,103,Fort,30,450,0,43.3,65.5,2025-05-14 18:26:19
4860,Aizawl Viewpoint,82,Viewpoint,20,160,100,80.4,6.9,2026-04-20 10:03:13
4861,Mussoorie Zoo,131,Zoo,0,0,0,70.7,16.4,2025-10-19 16:24:44
4862,Dharamshala Cave,41,Cave,0,0,0,52.3,26.6,2025-06-21 20:52:55
4863,Ziro Garden,9,Garden,150,1200,100,51.9,42.2,2026-02-22 18:12:38
4864,Kanpur Church,125,Church,50,500,100,74.8,13.2,2025-06-28 03:37:51
4865,Kozhikode Lake,59,Lake,20,200,100,73.0,21.0,2025-05-10 01:02:47
4866,Madurai Viewpoint,107,Viewpoint,200,1000,0,82.9,3.3,2025-09-22 23:59:21
4867,Village-style Patiala Zoo,94,Zoo,150,2250,0,78.1,11.7,2025-01-17 21:33:35
4868,Shantiniketan Church,138,Church,150,2250,100,68.9,15.8,2026-02-14 02:57:50
4869,Dimapur Garden,85,Garden,30,240,25,58.1,35.2,2026-03-13 05:35:30
4870,Family Recipe Pachmarhi Waterfall,67,Waterfall,0,0,100,80.9,5.8,2025-02-24 14:41:08
4871,Jodhpur Temple,97,Temple,50,750,0,70.0,13.5,2026-06-24 21:48:32
4872,Mahabaleshwar Palace,75,Palace,20,200,100,60.7,40.8,2026-04-29 18:52:41
4873,Mawlynnong Museum,81,Museum,150,1500,25,81.8,4.6,2026-03-19 17:04:23
4874,Khajuraho Fort,64,Fort,50,400,50,53.7,28.4,2025-01-26 18:57:01
4875,Pelling Beach,104,Beach,0,0,0,82.0,3.8,2026-03-16 20:50:48
4876,Authentic Calangute Garden,26,Garden,150,2250,25,80.6,4.4,2026-05-07 09:14:50
4877,Family Recipe Kanpur Wildlife Sanctuary,125,Viewpoint,20,200,50,77.4,13.1,2025-09-23 20:33:36
4878,Visakhapatnam Museum,1,Museum,20,300,0,59.0,42.7,2025-04-22 08:24:59
4879,Spicy Gangtok Church,103,Church,50,400,100,63.9,14.0,2025-01-07 23:16:10
4880,Amritsar Garden,91,Garden,100,800,100,80.9,5.7,2025-02-23 02:37:55
4881,Guwahati Palace,10,Palace,30,300,100,80.6,5.3,2025-09-21 12:50:12
4882,Digha Viewpoint,136,Viewpoint,50,400,0,63.8,34.1,2025-12-13 09:57:29
4883,Thanjavur National Park,113,Hill Station Point,20,160,50,66.1,31.6,2026-06-28 04:16:18
4884,Family Recipe Gaya Temple,16,Temple,100,800,50,64.3,14.4,2025-06-30 09:17:18
4885,Chef's Udupi Monastery,53,Monastery,10,150,100,47.9,52.0,2025-07-23 02:21:14
4886,Panipat Lake,38,Lake,10,100,100,89.0,0,2025-05-31 01:09:26
4887,Jaipur Garden,95,Garden,10,50,100,96.7,0,2025-12-01 23:12:24
4888,Deluxe Ludhiana Garden,93,Garden,20,160,0,53.3,37.9,2025-10-04 23:27:51
4889,Faridabad Temple,36,Temple,20,100,25,70.2,15.2,2025-01-26 17:03:33
4890,Bhopal Dam,62,Dam,200,3000,50,93.1,0,2026-04-20 21:39:50
4891,Kozhikode Cave,59,Cave,200,2000,25,75.9,7.7,2025-06-13 12:25:43
4892,Mussoorie Church,131,Church,20,160,50,78.8,4.8,2026-05-01 02:03:57
